Position,Institution,Country/territory,Count,Share
8405,"Southern California Eye Institute","United States of America (USA)",2,0.024302707136998
8406,"Usmanu Danfodiyo University (UDUSOK)",Nigeria,3,0.024273193329416
8407,"Royal Botanic Gardens Victoria",Australia,2,0.024157616262879
8408,"FIDMAG Germanes Hospitalàries Research Foundation",Spain,1,0.024096385542169
8409,"National University of Life and Environmental Science of Ukraine (NUBIP)",Ukraine,2,0.023860398860399
8410,"University of South Wales","United Kingdom (UK)",3,0.023810774422971
8411,"Enara Bio","United Kingdom (UK)",1,0.023809523809524
8411,"Dectris Ltd.",Switzerland,1,0.023809523809524
8411,"Pelago Bioscience AB",Sweden,1,0.023809523809524
8411,"Nanzan University",Japan,1,0.023809523809524
8411,"Spain Ministry of Defense",Spain,1,0.023809523809524
8411,"BCN Checkpoint",Spain,1,0.023809523809524
8411,"National Institute of Public Health (NIJZ)",Slovenia,1,0.023809523809524
8411,"Ospedale Isola Tiberina – Gemelli Isola",Italy,1,0.023809523809524
8411,"CMB Collegium Medicum Berlin GmbH",Germany,1,0.023809523809524
8411,"Agaplesion Diakonieklinikum Rotenburg gemeinnützige GmbH",Germany,1,0.023809523809524
8411,"Mental Health Institute Berlin (MHI Berlin)",Germany,1,0.023809523809524
8411,"European School RheinMain",Germany,1,0.023809523809524
8411,"National Cancer Research Institute (NCRI)","United Kingdom (UK)",1,0.023809523809524
8411,"Experimental Pathology Laboratories (EPL), Inc.","United States of America (USA)",1,0.023809523809524
8411,"Cornerstone Research","United States of America (USA)",1,0.023809523809524
8411,"Concordia University Wisconsin (CUW)","United States of America (USA)",1,0.023809523809524
8411,"University of Findlay","United States of America (USA)",1,0.023809523809524
8411,"Dermatology and Laser Centre","United States of America (USA)",1,0.023809523809524
8411,"Upstate Dermatology","United States of America (USA)",1,0.023809523809524
8411,"One Health Research Consulting","United States of America (USA)",1,0.023809523809524
8411,"Bunkerhill Health Inc.","United States of America (USA)",1,0.023809523809524
8411,Oninn,Brazil,1,0.023809523809524
8411,"Clinica de Dermatologia Dra Nathalie de Carvalho",Brazil,1,0.023809523809524
8411,"Vaccines and Other Initiatives to Advance Lives Pakistan Trust (VITAL Pakistan Trust)",Pakistan,1,0.023809523809524
8411,"DVPL Tech","United Arab Emirates",1,0.023809523809524
8411,"PorphyChem SAS",France,1,0.023809523809524
8411,"CS Corporation",France,1,0.023809523809524
8411,LumiraDx,"United Kingdom (UK)",1,0.023809523809524
8411,"National Council for Air and Stream Improvement, Inc.","United States of America (USA)",1,0.023809523809524
8411,"National Alliance of Forest Owners (NAFO)","United States of America (USA)",1,0.023809523809524
8411,"Congo Basin Water Resources Research Center (CRREBaC)","Democratic Republic of the Congo (DRC)",1,0.023809523809524
8411,"Statistics Mauritius",Mauritius,1,0.023809523809524
8411,"Dora Nginza Hospital","South Africa",1,0.023809523809524
8411,"South Australia Landscape Boards",Australia,1,0.023809523809524
8411,"Neurology Footscray",Australia,1,0.023809523809524
8411,"Immunobiota Therapeutics Pty Ltd",Australia,1,0.023809523809524
8411,"BayVax Biotech Limited",China,1,0.023809523809524
8411,"Guangdong Provincial Hospital of Integrated Traditional Chinese and Western Medicine",China,1,0.023809523809524
8411,"Aventi Inc.","South Korea",1,0.023809523809524
8411,"Hengyang Nanhua-Xinghui Reproductive Health Hospital",China,1,0.023809523809524
8411,"Cyprus Ministry of Health",Cyprus,1,0.023809523809524
8411,"University of Limassol",Cyprus,1,0.023809523809524
8411,"Sincere Healthcare Group",Singapore,1,0.023809523809524
8411,"SG Enable",Singapore,1,0.023809523809524
8411,"KIKAI Institute for Coral Reef Sciences",Japan,1,0.023809523809524
8411,"Kitasuma Hospital",Japan,1,0.023809523809524
8411,"John C. Martin Centre for Liver Research and Innovations (JCMLRI)",India,1,0.023809523809524
8411,"Zhongke Kangyuan Biotechnology",China,1,0.023809523809524
8411,"Jianghuai Frontier Technology Coordination and Innovation Center",China,1,0.023809523809524
8412,"Clinique Cecil",Switzerland,2,0.023692992213571
8412,"non-affiliated author contributions",Mexico,2,0.023692992213571
8413,"National Center of Cardiology and Internal Medicine / Institute of Molecular Biology and Medicine",Kyrgyzstan,2,0.023601356455216
8414,"ActiVote, Inc.","United States of America (USA)",1,0.023529411764706
8414,CommonAlly,"United States of America (USA)",1,0.023529411764706
8415,"Universidad Distrital Francisco José de Caldas",Colombia,1,0.0234375
8415,"Software Technology and Applications Competence Center (STACC)",Estonia,1,0.0234375
8416,"Asociación Psiquiátrica Mexicana",Mexico,1,0.023364485981308
8417,"University of South Carolina Upstate","United States of America (USA)",2,0.023348236462991
8418,"Laohekou First Hospital",China,1,0.023255813953488
8418,"Xianning First People's Hospital",China,1,0.023255813953488
8418,"Fukuoka Children's Hospital",Japan,1,0.023255813953488
8418,"Nara Prefecture General Medical Center",Japan,1,0.023255813953488
8418,"Kakogawa City Hospital",Japan,1,0.023255813953488
8418,"Nagaoka Red Cross Hospital",Japan,1,0.023255813953488
8418,"IBIS Program",Croatia,1,0.023255813953488
8418,"CH Saintes",France,1,0.023255813953488
8418,"Groupe Hospitalier Melun-Sénart",France,1,0.023255813953488
8418,"Centre Hospitalier de Béthune",France,1,0.023255813953488
8418,"Hellenic Ornithological Society",Greece,1,0.023255813953488
8418,"Prof. Dr. Serdar Özbaş Meme Hastalıkları ve Endokrin Cerrahi",Turkey,1,0.023255813953488
8418,"Demiroğlu Bilim University",Turkey,1,0.023255813953488
8418,"Wuhan Hanyang Hospital",China,1,0.023255813953488
8418,"Ezhou Central Hospital",China,1,0.023255813953488
8418,"People's Hospital of Anshun City Guizhou Province",China,1,0.023255813953488
8418,"Fushun Central Hospital",China,1,0.023255813953488
8418,"China Spinocerebellar Ataxia Association",China,1,0.023255813953488
8418,"Xianning Central Hospital",China,1,0.023255813953488
8418,"Tongcheng People's Hospital",China,1,0.023255813953488
8418,"Songzi People's Hospital",China,1,0.023255813953488
8418,"Chibi General Hospital",China,1,0.023255813953488
8418,"Anlu People's Hospital",China,1,0.023255813953488
8418,"Caidian People's Hospital",China,1,0.023255813953488
8418,"Hubei Zhongshan Hospital",China,1,0.023255813953488
8418,"Wuhan Brain Hospital",China,1,0.023255813953488
8418,"People's Hospital of Xishui County, Zunyi",China,1,0.023255813953488
8418,"Jiangling People's Hospital",China,1,0.023255813953488
8419,"Instituto Universitario de Ciencias Biomédicas Cordoba (IUCBC)",Argentina,2,0.023200757575758
8419,"Hospital Privado Universitario de Córdoba",Argentina,2,0.023200757575758
8420,"Shanghai Zizhu Investment Co., Ltd.",China,3,0.023181818181818
8420,"Shanghai Science and Technology Investment Co., Ltd.",China,3,0.023181818181818
8421,"Indian Institute of Liver and Digestive Sciences (IILDS)",India,1,0.023076923076923
8422,"Institut National de Santé Publique (INSP)",France,1,0.022988505747126
8422,"Bunda Thamrin Hospital",Indonesia,1,0.022988505747126
8423,"Nordic Society of Gynaecological Oncology (NSGO)",Denmark,2,0.022977941176471
8424,"European IPF Registry (eurIPFreg) and Biobank",Germany,3,0.022928885630499
8425,"Hospital for Special Care (HFSC)","United States of America (USA)",2,0.022739018087855
8426,"JSC Research Institute of Cardiology and Internal Diseases",Kazakhstan,2,0.022727272727273
8426,"Joint Research and Development, LLC","United States of America (USA)",1,0.022727272727273
8426,"Elucida Research","United States of America (USA)",1,0.022727272727273
8426,"ODMR Technologies Inc.","United States of America (USA)",1,0.022727272727273
8426,"University of Vermont Health Network","United States of America (USA)",1,0.022727272727273
8426,"Michigan Institute for Neurological Disorders","United States of America (USA)",1,0.022727272727273
8426,"Florida Dermatology and Skin Cancer Centers","United States of America (USA)",1,0.022727272727273
8426,"Museo Nacional de Historia Natural por el Profesor Jorge A. Ibarra",Guatemala,1,0.022727272727273
8426,"Operation Wallacea Ltd.","United Kingdom (UK)",1,0.022727272727273
8426,"Smile Eyes",Russia,1,0.022727272727273
8426,"Moscow State University of Medicine and Dentistry",Russia,1,0.022727272727273
8426,"Central Military Emergency University Hospital Dr. Carol Davila (SUUMC)",Romania,1,0.022727272727273
8426,"Emergency County Hospital Oradea",Romania,1,0.022727272727273
8426,"DADA2 Foundation","United States of America (USA)",1,0.022727272727273
8426,"Bayer Research and Innovation Center","United States of America (USA)",1,0.022727272727273
8426,"NCI Community Oncology Research Program - Kansas City (NCORP-KC)","United States of America (USA)",1,0.022727272727273
8426,"Fundación Estudios Clínicos",Argentina,1,0.022727272727273
8426,"Delphina Rinaldi Abdel Aziz Emergency Hospital (HPSDRA)",Brazil,1,0.022727272727273
8426,"Instituto Todos pela Saúde (ITpS)",Brazil,1,0.022727272727273
8426,"Clínica AMO",Brazil,1,0.022727272727273
8426,"Museo de Historia Natural y Cultural del Desierto de Atacama",Chile,1,0.022727272727273
8426,"CIEM Aconcagua",Chile,1,0.022727272727273
8426,"BGL Arqueología EIRL",Peru,1,0.022727272727273
8426,"Al-Mustaqbal University",Iraq,1,0.022727272727273
8426,"Shandong Polytechnic",China,1,0.022727272727273
8426,"Dr Lal PathLabs Ltd.",India,1,0.022727272727273
8426,"Local Health Unit of the Litoral Alentejano (ULSLA)",Portugal,1,0.022727272727273
8426,"Centre International Carthage Médicale",Tunisia,1,0.022727272727273
8426,"Trans Tasman Radiation Oncology Group (TROG)",Australia,1,0.022727272727273
8426,"Bugando Medical Centre",Tanzania,1,0.022727272727273
8426,"Guangzhou Jiexu Gene Technology Co., Ltd.",China,1,0.022727272727273
8426,iGeneTech,China,1,0.022727272727273
8426,"Government Degree College Shopian (GDC Shopian)",India,1,0.022727272727273
8426,"Cluster University Srinagar (CUS)",India,1,0.022727272727273
8426,"Islamic University of Science and Technology (IUST)",India,1,0.022727272727273
8426,"Manav Rachna International Institute of Research and Studies (MRIIRS)",India,1,0.022727272727273
8426,"Medistra Hospital",Indonesia,1,0.022727272727273
8426,"Institut Kesehatan Medistra Lubuk Pakam",Indonesia,1,0.022727272727273
8426,"St. Carolus Hospital",Indonesia,1,0.022727272727273
8426,"Live Cell Diagnosis",Japan,1,0.022727272727273
8426,"Japanese Red Cross Tokushima Hospital",Japan,1,0.022727272727273
8426,"Takanohara Central Hospital",Japan,1,0.022727272727273
8426,"Mae Fah Luang University (MFU)",Thailand,1,0.022727272727273
8426,"negaWatt Belgium",Belgium,1,0.022727272727273
8426,"Rems-Murr-Klinikum Winnenden",Germany,1,0.022727272727273
8426,"Gemeinschaftsklinikum Mittelrhein",Germany,1,0.022727272727273
8426,"Wuppertal Institute for Climate, Environment and Energy",Germany,1,0.022727272727273
8426,"Evangelisches Amalie Sieveking Krankenhaus",Germany,1,0.022727272727273
8426,"Automation Plant System Service (APSS)",Italy,1,0.022727272727273
8427,"Pontifical Catholic University of Paraná (PUCPR)",Brazil,2,0.022614201718679
8428,"Calderdale and Huddersfield NHS Foundation","United Kingdom (UK)",2,0.022585396647261
8429,"Lagos State University Teaching Hospital (LASUTH)",Nigeria,2,0.022550177095632
8430,"St Helena Government","United Kingdom (UK)",2,0.022546419098143
8430,OCEARCH,"United States of America (USA)",2,0.022546419098143
8431,"Bumrungrad International Hospital",Thailand,2,0.022474747474747
8432,"Centro Hospitalar Universitário de Lisboa Central (CHULC)",Portugal,2,0.022283272283272
8433,"Universidad de Ciencias Médicas (UCIMED)","Costa Rica",1,0.022222222222222
8433,"RPPN Estação Veracel",Brazil,1,0.022222222222222
8433,"Johnson & Johnson, Argentina",Argentina,1,0.022222222222222
8433,"Opticore Inc.","United States of America (USA)",1,0.022222222222222
8433,Qinotto,"United States of America (USA)",1,0.022222222222222
8433,"Winthrop University","United States of America (USA)",1,0.022222222222222
8433,"American Oncology Network","United States of America (USA)",1,0.022222222222222
8433,"South Florida Surgical Oncology","United States of America (USA)",1,0.022222222222222
8433,"Sila Nanotechnologies Inc.","United States of America (USA)",1,0.022222222222222
8433,"Children's Heart Center, Las Vegas","United States of America (USA)",1,0.022222222222222
8433,"Academia Nacional de Medicina de Costa Rica","Costa Rica",1,0.022222222222222
8433,"Bristol Zoological Society","United Kingdom (UK)",1,0.022222222222222
8433,See-Spital,Switzerland,1,0.022222222222222
8433,"Collaborative Laboratory for Integrated Forest and Fire Management (CoLAB ForestWISE)",Portugal,1,0.022222222222222
8433,"Thuringian State Office for Monuments Preservation and Archeology",Germany,1,0.022222222222222
8433,"Central Chest Institute of Thailand",Thailand,1,0.022222222222222
8433,"Fuzhou Pulmonary Hospital of Fujian",China,1,0.022222222222222
8433,"Ningbo Titan Advanced Materials Technology",China,1,0.022222222222222
8433,"Nanjing Museum",China,1,0.022222222222222
8433,"Baylor College of Medicine Children’s Foundation - Tanzania (Baylor - Tanzania)",Tanzania,1,0.022222222222222
8433,"Soweto Clinical Trials Centre","South Africa",1,0.022222222222222
8433,"Gaoyou Hospital of Traditional Chinese Medicine",China,1,0.022222222222222
8433,"ACX Instruments","United Kingdom (UK)",1,0.022222222222222
8433,"Amyloid Solution Inc.","South Korea",1,0.022222222222222
8434,"Institute for Scientific Research and High Technology Services (INDICASAT-AIP)",Panama,2,0.02208467293651
8434,"Fundación  Santa Fe de Bogotá (FSFB)",Colombia,2,0.02208467293651
8435,"Direction Générale de la Météorologie (DGM)",Morocco,1,0.022058823529412
8435,OncoSenX,"United States of America (USA)",1,0.022058823529412
8435,"Utah Division of Wildlife Resources","United States of America (USA)",1,0.022058823529412
8436,"Northumberland, Tyne and Wear NHS Foundation Trust (NTW)","United Kingdom (UK)",2,0.021938131313131
8437,"Zahedan University of Medical Sciences and Health Services (ZAUMS)",Iran,3,0.021935543317745
8438,"Marist College","United States of America (USA)",2,0.021911990602693
8439,"Canterbury Christ Church University","United Kingdom (UK)",3,0.021847396025028
8440,"Eta Cerkno d.o.o.",Slovenia,4,0.021842839699983
8440,"BALDER, Optoelectronic Elements and Measuring Systems, Ltd.",Slovenia,4,0.021842839699983
8440,"Steklarna Hrastnik",Slovenia,4,0.021842839699983
8440,"Cetis d.d.",Slovenia,4,0.021842839699983
8440,"CINKARNA, Metalurško-kemična Industrija Celje, d.d.",Slovenia,4,0.021842839699983
8440,"Gorenje, d.d.",Slovenia,4,0.021842839699983
8440,"Kolektor Group d.o.o.",Slovenia,4,0.021842839699983
8440,"Helios d.d.",Slovenia,4,0.021842839699983
8440,"Helios d.o.o.",Slovenia,4,0.021842839699983
8440,"LPKF Laser & Electronics d.o.o.",Slovenia,4,0.021842839699983
8441,Omniose,"United States of America (USA)",1,0.021739130434783
8441,"Pennsylvania Department of Agriculture","United States of America (USA)",1,0.021739130434783
8441,"Pennsylvania Department of Environmental Protection","United States of America (USA)",1,0.021739130434783
8441,"Lions Gate Hospital",Canada,1,0.021739130434783
8441,"Andalusian Centre for Nanomedicine and Biotechnology (BIONAND)",Spain,1,0.021739130434783
8441,"Asociación Biodiversidad Atlántica y Sostenibilidad (ABAS)",Spain,1,0.021739130434783
8441,"State Budgetary Institution of the Krasnodar Region Oncological Dispensary No.2 of MOH of Krasnodar Region",Russia,1,0.021739130434783
